text,category,priority,split,department,is_roman
"to the concerned department, the street lights have not been working near site area. this is only a suggestion for improvement please take action.",electricity,low,train,Electricity & Streetlights,0
"safai bilkul nahi hoti yahan; this situation at near a bank branch in Shah Faisal Colony has continued since this morning. just a routine request, nothing urgent at all Awaiting your response.",waste,low,test,Sanitation & Solid Waste,1
Please be informed that rash driving by mini buses has caused several near misses for several months at PECHS. We request immediate attention.,safety,high,train,Public Safety,0
"Please be informed that speed breaker toota hua hai at near the petrol pump in Lyari, since yesterday. kindly send someone to look at it in the next few days. Please arrange for the concerned staff to check it We request immediate attention.",road,medium,train,Roads & Infrastructure,1
the electricity feeder for our lane trips every time an appliance is switched on — Kemari. many families and children are affected by it every single day,electricity,high,test,Electricity & Streetlights,0
"Assalam o alaikum, the water that comes is muddy and smells of chemicals for two days now at on Abul Hasan Isphahani Road. Thank you.",water,medium,train,Water Supply,0
"at near the mobile market in lyari, sewerage ka pani gali me phail gaya hai for two days now. it is causing daily inconvenience to the residents. please look itno it in the coming days",drainage,medium,train,Drainage & Sewerage,1
the boundary wall of the plot is about to collapse on passers-by at on tariq road and nobody has cone to chheck for two days now. kindly send someone to look at it in the next few days,safety,medium,train,Public Safety,0
"Assalam o alaikum, the valve man is not opening our valve at the scheduled time in front of Lane 3, Gulistan-e-Johar, and dengue and gastro cases have started appearing in the area. Elderly patients live in this lane and cannot step outside",water,high,train,Water Supply,0
I want to report that awara kutte kachra phaila dete hain since yesterday at Bahadurabad Block 5. We request immediate attention.,waste,medium,train,Sanitation & Solid Waste,1
shopkeepers throw their leftovers directly onto the pavement here — near the bus stop in Gulshan-e-Iqbal. please add it to the regular maintenance list,waste,low,test,Sanitation & Solid Waste,0
"Assalam o alaikum, barish ka pani abhi tak nahi nikla for almost a month at neear the bus stop in Model Colony. We request immediate attention. Bara meherbani ho gi, jaldi masla hal karain.",drainage,high,train,Drainage & Sewerage,1
"Please be informed that the manhole is spilling sewage continuously for several months at Street 14, Gadap Town near Civil Hospital. Thank you.",drainage,high,train,Drainage & Sewerage,0
"At Surjani Town Sector 5-C, the manhole is spilling sewage continuously for several months. elderly patients live in this lane and cannot step outside",drainage,high,train,Drainage & Sewerage,0
"Location Gali No 7, DHA Phase 6 - road bilkul toot gayi hai, ongoing since Ramzan. this has been troubling the residents of our building Requesting the depaartment to act. Bara meherbani ho gi, jaldi masla hal karain!!!",road,medium,test,Roads & Infrastructure,1
"At Saddar Block 5, the water line has burst and water is being wasted for the last three days. we have complained at the local office twice already with no result",water,medium,train,Water Supply,0
"I want to report that the speed breaker is broken and has sharp edges near Secttor 5-C, Gulistan-e-Johar. please arrange for the concerend staff to check it We request immediate attention.",road,medium,train,Roads & Infrastructure,0
"this is a minor issue, whenever it is convenient road pe khudai kar ke chor di gayi hai at Phase 2, Federal B Area. Please take action. Bara meherbani ho gi, jaldi masla hal karain.",road,low,train,Roads & Infrastructure,1
"nalah kachre se bhar gaya hai at DHA Phase 6. Again, nalah kachre se bhar gaya hai.",drainage,medium,train,Drainage & Sewerage,1
"Assalam o alaikum, unannounced load shedding is running for eight hours a day at Block A, Surjani Town, for over two weeks. please arrange for the concerned staff to check it Thank you.",electricity,medium,train,Electricity & Streetlights,0
"the transformer keeps tripping again and again. Location: House 4-B, Shah Faisal Colony. a motorcyclist fell and broke his arm last night Thank you.",electricity,critical,train,Electricity & Streetlights,0
Please be informed that an illegl gas cylinder refilling shop could explode any day in the crowded market near Bahadurabad Lane 3. a large number of residents are suffering because of it. Dengue and gastro cases have sttarted appearing in the area Thank youu.,safety,high,train,Public Safety,0
a trench dug by the gas company was never filled back Location: Block 13-D Surjani Town an elderly man fell into it and had to be taken to emergency We request immediate attention,road,critical,train,Roads & Infrastructure,0
the booster pump at the hydrant has stopped working at near the bus stop in Gulberg Town and nobody has come to check for the past six weeks. the whole block has been suffering and tempers are rising,water,high,train,Water Supply,0
"For for two days now now, whatever comes out of the tap is yellow and undrinkable around Gali No 7, Liaquatabad. Regards.",water,medium,test,Water Supply,0
garbage has not been collected from our street. Location: near a bank branch in Korangi. elderly patients live in this lane and cannot step outside Kindly resolve it soon.,waste,high,train,Sanitation & Solid Waste,0
"there is a government school right next to it and hundreds of children pas daily the nallah beside the colony is choked with solid waste at House 4-B, New Karachi. Please take action.",drainage,high,train,Drainage & Sewerage,0
it is causing inconvenence and should be fixed soon the road has caved in after the rain at Gadap Town Block 2. We request immediate attentio.,road,medium,train,Roads & Infrastructure,0
"Respected sir, bijli ka khamba tirha ho gaya hai near Sector 5-C, Manghopir. please arrane for the concerned saff to check it Kindly resolve it soon.",electricity,medium,train,Electricity & Streetlights,1
i want to report that the electric pole is leaning dangerously for several months at dha phase 6 sector 5-c near the children's park. please take action.,electricity,high,train,Electricity & Streetlights,0
"Respected sir, people are burning the garbage pile and the smoke enters our homes near Gadap Town. low priority, only mentioning it so it is on record Kindly resolve it soon.",waste,low,train,Sanitation & Solid Waste,0
"TO THE CONCERNED DEPARTMENT, OUR OVERHEAD TANK NEVER FILLS EVEN AFTER FOUR HOURS OF SUPPLY AT ON KHAYABAN-E-ITTEHAD, SINCE FRIDAY. KINDLY LOOK INTO IT WHENEVER A TEAM IS FREE. THIS IS A MINOR ISSUE, WHENEVER IT IS CONVENIENT KINDLY RESOLVE IT SOON.",water,low,train,Water Supply,0
"the pedestrian crossing has no signal and children cross alone. Location: Lyari. it is extremely urgent, please treat it as an emergency Kindly resolve it soon. Again, the pedestrian crossing has no signal and children cross alone.",safety,critical,train,Public Safety,0
the water line has burst and waer is being wawted. Location: Nazimabad Block 2. it is causing daily inconvenience to the residents Please tae action.,water,medium,train,Water Supply,0
"the newly laid patch has already sunk in the middle at block 5, model colony.",road,low,train,Roads & Infrastructure,0
Problem area near the mobile market in Garden East near Civil Hospital. Details: safai wale hamari gali chor kar chale jate hain since Ramzan. Awaiting your response.,waste,high,test,Sanitation & Solid Waste,1
"THIS HAS BECOME A SERIOUS HEALTH HAZARD FOR THE WHOLE AREA THE REASON IS THAT MALBA KHAIL PLOT PAR DAAL DIYA GAYA HAI, RIGHT AT FEDERAL B AREA. BARA MEHERBANI HO GI, JALDI MASLA HAL KARAIN!!!",waste,high,test,Sanitation & Solid Waste,1
"Assalam o alaikum, sarak par bara gaddha ban gaya hai near Street 14, DHA Phase 6. we have complained at the local office twice already with no result. Kindly send someone to look at it in the next few days We request immediate attention. Bara meherbani ho gi, jaldi masla hal karain. Again, sarak par bara gaddha ban gaya hai.",road,medium,train,Roads & Infrastructure,1
"Respected sir, the valve man is not opening our valve at the scheduled time for over two weeks at on Hub River Road. Thank you.",water,high,train,Water Supply,0
"Assalam o alaikum, there are deep potholes all allng thsi stretch in fornt of near the vegetable market in Gulberg Town, and many families and children are affected by it every single day",road,high,train,Roads & Infrastructure,0
Respected sir sewerage ka pani gali me phail gaya hai at near the main mosque in Kemari sknce this morning we have complained at the local office twice already with no result Please take action,drainage,medium,train,Drainage & Sewerage,1
"Respeted sir, the water that comes is muddy and smells of chemicals in front of Korangi Block 13-D, and we have complained at the local office twice already with no result. It is causing daily inconvenience to the residennts",water,medium,train,Water Supply,0
the pedestrian crossing has no signal and children cross alone at near the mobile market in Model Colony,safety,low,train,Public Safety,0
Respected sir valve wala time par valve nahi kholta in front of on M A Jinnah Road and it is causing daily inconvenience to the residents Please arrange for the concerned staff to check it Again valve wla time par valve nahi kholta,water,medium,train,Water Supply,1
the street lights have not been working at on Abl Hasan Isphahani Road near a mdarassa This has been the case for more than 20 days please treat this as urgent the situation is getting worse daily It is on the main road and traffic jams for huors every morning,electricity,high,train,Electricity & Streetlights,0
the nallah beside the colony is choked with solid waste at near the min mosque in Defence View. This has been the case for over two weeks. a large no of residents are suffering bcz of it,drainage,high,train,Drainage & Sewerage,0
Assalam o alaikum yahan khadde hi khadde hain in front of near a bank branch in Shah Faisal Colony near a government girls school & there is a government school right next to it & hundreds of children pass daily Bara meherbani ho gi jaldi masla hal karain,road,high,train,Roads & Infrastructure,1
police gasht bilkul nahi hoti at on Hub River Road This has been the case for two days now a motorcyclist fell and broke his arm last night Again police gasht bilkul nahi hoti,safety,critical,train,Public Safety,1
Please be informed that our overhead tank never fills even after four hours of supply since Friday at on Shahrah-e-Faisal. Kindly resolve it soon.,water,medium,train,Water Supply,0
our overhead tank never fills even after four hours of supply. Location: near the union council office in DHA Phase 6 near a madrassa. the whole block has been suffering and tempers are rising. There is a government school right next to it and hundreds of children pass daily We request immediate attention.,water,high,train,Water Supply,0
the asphalt has peeled off and the base layer is exposed at Malir !!!!,road,high,train,Roads & Infrastructure,0
"sewerage ka pani gali me phali gaya hai at on Maripur Road. This has been the case since yesterday. please arrange for the concerned staff to check it Bara meherbani ho gi, jaldi masla hal karain!!",drainage,medium,train,Drainage & Sewerage,1
"line ka joint phat gaya hai aur pani zaya ho raha hai; this situation at Lane 3, Orangi Town near Aga Khan Hospital has continued since Ramzan. it is urgent because a school is right beside it Regards. Bara meherbani ho gi, jaldi masla hal karain.",water,high,test,Water Supply,1
"this has become a serious health hazard for the whole area. Please treat this as urgent, the situation is getting worse daily awara kutte kachra phaila dete hain at House 4-B, Federal B Area. Thank you. Bara meherbani ho gi, jaldi masla hal karain.",waste,high,train,Sanitation & Solid Waste,1
"Problem area Block 13-D, Malir near the school van stop. Details: a very large pothole has formed in the middle of the road for over two weeks. Awaiting your response.",road,high,test,Roads & Infrastructure,0
"garbage has not been collected from our street. Location: PECHS. we have been waitinng for a respones for a while now. We have complained at the local office twice already with no result Please take action. Again, garbage has not been collected from our street.",waste,medium,train,Sanitation & Solid Waste,0
"Kondly note that broken raod with loose gravel everywhere at Block 2, Garden East, since yesterady. we have been waiting for a response for a while now We request immediate attention.",road,medium,train,Roads & Infrastructure,0
"at on nishtar road, transformer bar bar trip kar raha hai since this morning. low priority, only mentioning it so it is on record",electricity,low,train,Electricity & Streetlights,1
this has become a serious health hazard for the whole area. A large number of residents are suffering because of it safai bilkul nahi hoti yahan at on Nishtar Road. Kinndly resolve it soon.,waste,high,train,Sanitation & Solid Waste,1
"At near the main mosque in Baldia Town, taar latak rahi hain khambe se for two days now. our family has been facing this for several days now. We have been waiting for a response for a while now",electricity,medium,train,Electricity & Streetlights,1
malba khali plot par daal diya gaya ha;i this situation at near the petrol pump in Gulberg Town has continued for two days now there is no urgency plz handle it in the routine schedule Regards,waste,low,test,Sanitation & Solid Waste,1
"the enire street of about forty houses is affected construction malba has been dumpeed on the empty plot at Lane 3, Koeangi. Thank you.",waste,high,train,Sanitation & Solid Waste,0
"loudspeakers from a marriage hall run past midnight every weekend at House 4-B, Baldia Town near the children's park. This has been the case for almost a month. the whole block has been suffering and tempers r rising",other,high,train,General Administration,0
a pack of stray dogs is attacking people at near the bus stop in Gadap Town near a primary school and nobody has come to check for more than 20 days. there is a government school right next to it and hundreds of children pass daily!!,safety,high,train,Public Safety,0
"Kindly note that safai bilkul nahi hoti yahan in front of Nazimabad Block A, and a large number of residents are suffering because of it",waste,high,train,Sanitation & Solid Waste,1
"Assalam o alaikum, pani ki line leak ho rahi hai near on Rashid Minhas Road. this is only a suggestion for improvement Kindly resolve it soon.",water,low,train,Water Supply,1
"many families and children are affected by it every single day the park in our neighbourhood has been encroached by a private party at Block 2, SITE Area near a madrassa. Shukriya.",other,high,train,General Administration,0
"please arrange for the concerned staff to check it The reason is that the water supply timing was shifted and now nothing reaches our end of the lane, right at Model Colony Lane 3??!",water,medium,test,Water Supply,0
a large number of residents are suffering because of it baners and hoardings are blocking the view at the intersecttion at near the bus stop in dha phase 6. thank yuo.,other,high,train,General Administration,0
"For sibce yesterday now, a sinkhloe has opened in the road surface where it meets the service lane around on Abul Hasan Isphahani Road. Requesting the department to act.",road,medium,test,Roads & Infrastructure,0
the footpath tiles are uprooted and pedestrians walk on the road at near a bank branch in Jamshed Road. This has been the case for almost a month. elderly patients live in this lane and cannot step outside,road,high,train,Roads & Infrastructure,0
"I want to report that bijli ka khamba tirha ho gaya hai at on Maripur Road near Ziauddin Hospital, for the last three days. it is on the main road and traffic jams for hours every morning Please take action. Bara meherbani ho gi, jaldi masla hal karain.",electricity,high,train,Electricity & Streetlights,1
"Kindly note that sweepers have not come to clean this lane at Phase 2, Gulistan-e-Johar, for two days now. plz look into it in the coming days Shukriya!!",waste,medium,train,Sanitation & Solid Waste,0
Reporting from near the mobile market in Jamshed Road: the electric pole is leaning dangerously.,electricity,high,test,Electricity & Streetlights,0
BANNERS AND HOARDINGS ARE BLOCKING THE VIEW AT THE INTERSECTION AT ON UNIVERSITY ROAD.,other,critical,train,General Administration,0
"THERE HAS BEEN NO WAER SUOPLY IN OUR LINE. LOCATION: BLOCK 5, LIAQUATABAD. WE HAVE BEEN WAITING FOR A RESPONSE FOR A WHILE NOW SHUKRIYA.",water,medium,train,Water Supply,0
"To the concerned department, the newly laid patch has already sunk in the middle since yesterday at on Hub River Road. Thank you.",road,medium,train,Roads & Infrastructure,0
"a huge heap of trash is lying at the corner at Saddar near a maternity home and nobody has come to check since the last monsoon. please treat this as urgent, the situation is getting worse daily??!",waste,high,train,Sanitation & Solid Waste,0
the road has caved in after the rain at on Korangi Road near a maternity home and nobody has come to check for almost a month. elderly patients live in this lane and cannot step outside,road,high,train,Roads & Infrastructure,0
"Kindly note that the footpath tilles are uprooted and pedestrians walk on the road in front of on Maripur Road, and it is causing inconvenience and should be fixed soon Again, the footpath tiles are uprooted and pedestrians walk on the road !!!!",road,medium,train,Roads & Infrastructure,0
"I want to report that taar latak rahi hain khambe se since this morning at Gali No 7, New Karachi. Kindly resolve it soon.",electricity,low,train,Electricity & Streetlights,1
the electricity feeder for our lane trips every time an appliance is switched on — dha phase 6 gali no 7 please add it to the regular maintenance list nothing serious just bringing it to your notice,electricity,low,test,Electricity & Streetlights,0
"log kachra jala rahe hain, dhuan ghar me aaata hai at plot 22, jamshed road. this has been the case since this morning. our family has been facing this for several days now bara meherbani ho gi, jaldi masla hal karain.",waste,medium,train,Sanitation & Solid Waste,1
"khula manhole hai, koi bhi gir sakta hai at near a bank branch in Gulistan-e-Johar near a primary school. Bara meherbani ho gi, jaldi masla hal karain.",safety,critical,train,Public Safety,1
"THE NOTICE BOARD AT THE UNION COUNCIL HAS NOT BEEN UPDATED FOR MONTHS AT KORANGI STREET 14 NEAR CIVIL HOSPITAL. THIS HAS BEEN THE CASE FOR THE PAST SIX WEEKS. THIS IS AN EMERGENCY, PLEASE SEND A TEAM TODAY",other,critical,train,General Administration,0
"DEAR MUNICIPAL TEAM, RESIDENTS NEAR STREET 14, GULISTAN-E-JOHAR ARE AFFECTED BECAUSE NALKE SE PEELA PANI NIKAL RAHA HAI. KINDLY SEND SOMEONE TO LOOK AT IT IN THE NEXT FEW DAYS REQUESTING THE DEPARTMENT TO ACT.",water,medium,test,Water Supply,1
banner laga kar rasta bnad kar diya hai at Landhi. This has been the case since Ramzan. it is on the main road and traffic jams for hoours every morning,other,high,train,General Administration,1
"it is causing inconvenience & should be fixd soon The reason is that the contractor's truck skips our lane eevry single round, right at on Rashid Minhas Road.",waste,medium,test,Sanitation & Solid Waste,0
"an open manhole in the middle of the walkway is a death trap. Location: Sector 11-B, Buffer Zone near Aga Khan Hospital. dengue and gastro cases have started appearing in the area. Elderly patients live in this lane and cannot step outside Kindly resolve it soon.",safety,high,train,Public Safety,0
police gasht bilkul nahi hoti at near the katchi abadi in Jamshed Road near Ziauddin Hospital. This has been the case for more than 20 days. many families and children are affected by it every single day,safety,high,train,Public Safety,1
"Dear municipal team, the following problem at New Karachi: the refuse dump beside our wall has doubled in size this month. low priority, only mentioning it so it is on record",waste,low,test,Sanitation & Solid Waste,0
"i want to report that gutter ubal raha hai at jamshed road sector 5-c, for the past six weeks. it is on the main road and traffic jams for hours every morning kindly resolve it soon.",drainage,high,train,Drainage & Sewerage,1
the road has caved in after the rain at on Koranfi Road. This has been the case sinnce this morning. we have been waiting for a response for a whille now,road,medium,train,Roads & Infrastructure,0
Kindly note that safai bilkul nahi hoti yahan for more than 20 days at on Rashid Minhas Road near Ziauddin Hospital. Kindly resolve it soon.,waste,high,train,Sanitation & Solid Waste,1
strya dogs and cats tear oepn the bags and scatter the waste at Defence View Block 2??!,waste,medium,train,Sanitation & Solid Waste,0
a large number of residents are suffering because of it paani ka pressure bohot kam hai at DHA Phase 6 Please tke action Bara meherbani ho gi jaldi masla hal karain,water,high,train,Water Supply,1
our overhead tank never fills even after four hours of supply at near the bus stop in Orangi Town??!,water,low,train,Water Supply,0
"We the residents of Gulberg Town report that nikasi ka rastta band kar dkya gaya hai. this is a minor issue, whenever it is convenient Bara meherbani ho gi, jaldi masla hal karain.",drainage,low,test,Drainage & Sewerage,1
"hospital waste has been mixed with the household garbage at Gali No 7, Buffer Zone.",waste,high,train,Sanitation & Solid Waste,0
"THE NOTICE BOARD AT THE UNION COUNCIL HAS NOT BEEN UPDATED FOR MONTHS AT GULSHAN-E-IQBAL BLOCK 2. THIS HAS BEEN THE CASE SINCE YESTERDAY. THIS IS A MINOR ISSUE, WHENEVER IT IS CONVENIENT",other,low,train,General Administration,0
Reporting from Orangi Town: safai bilkul nahi hoti yahan??!,waste,high,test,Sanitation & Solid Waste,1
"I want to report that the notice board at the union council has not been updated for months at near the flyover ramp in New Karachi, for the last three days. kindly send someone to look at it in the next few days. We have been waiting for a response for a while now Thank you.",other,medium,train,General Administration,0
"it is urgent because a school is right beside it The reason is that safai bilkul nahi hoti yahan, right at Sector 11-B, Lyari near a madrassa. Bara meherbani ho gi, jaldi masla hal karain.",waste,high,test,Sanitation & Solid Waste,1
the meter reading is being estimated and the bill is impossible. Location: near the mobile market in New Karachi. please arrange for the concerned staff to check it We request immediate attention.,electricity,medium,train,Electricity & Streetlights,0
"dengue and gastro cases have started appearing in the area nali band hai aur pani khara hai at Model Colony Phase 2 near Aga Khan Hospital. Please take action. Bara meherbani ho gi, jaldi masla hal karain.",drainage,high,train,Drainage & Sewerage,1
"Assalam o alaikum, broken road with loose gravel everywhere at Malir Block 2, for over two weeks. this has become a serious health hazard for the whole area We request immediate attention. Again, broken road with loose gravel everywhere.",road,high,train,Roads & Infrastructure,0
"To the concerned department, pani bilkul nahi aa raha near Block 13-D, Baldia Town. we have been waiting for a response for a while now Please take action. Bara meherbani ho gi, jaldi masla hal karain. Again, pani bilkul nahi aa raha.",water,medium,train,Water Supply,1
Assalam o alaikum the road has caved in after the rain near near the petrol pump in Garden East just a routine request nothing urgent at all There is no urgency just registering it formally Please take action,road,low,train,Roads & Infrastructure,0
"To the concerned department, an illegal gas cylinder refilling shop could explode any day in the crowded market in front of DHA Phase 6 Phase 2, and please arrange for the concerned staff to check it",safety,medium,train,Public Safety,0
"Assalam o alaikum, raat ko nashe wale jama hote hain, dar lagta hai in front of on Korangi Road, and this is a minor issue, whenever it is convenient. Kindly look into it whenever a team is free Again, raat ko nashe wale jama hote hain, dar lagta hai.",safety,low,train,Public Safety,1
water is coming with very low pressure at on tariq road and nobody has come to check for the past six weeks. the entire street of about forty houses is affected,water,high,train,Water Supply,0
"Respected sir, there is no electricity in our block near Block A, Kemari near Civil Hospital. it is extremely urgent, please treat it as an emergency. An elderly man fell into it and had to be taken to emergency Please take action.",electricity,critical,train,Electricity & Streetlights,0
"Please be informed that people are burning the garbage pile and the smoke enters our homes at on Nishtar Road, since this morning. kindly send someone to look at it in the next few days Please take action.",waste,medium,train,Sanitation & Solid Waste,0
"To the concerned department, there is rotting waste and an unbearable smekl for the past six weeks at on M.A. Jinnah Roadd. We request immediate attention??!",waste,high,train,Sanitation & Solid Waste,0
"Respected sir, there are sparks coming from the connection at night at Plot 22, Manghopir, since yesterday. kindly look into it whenever a team is free. There is no urgency, just registering it formally Thank you.",electricity,low,train,Electricity & Streetlights,0
"ASSALAM O ALAIKUM, OUR OVERHEAD TANK NEVER FILLS EVEN AFTER FOUR HOURS OF SUPPLY NEAR DEFENCE VIEW NEAR A MATERNITY HOME. A LIVE WIRE IS LYING IN THE SATNDING WATER. AN ELDERLY MAN FELL INTO IT AND HAD TO BE TAKEN TO EMERGENCY PLEASE TAME ACTION!!!",water,critical,train,Water Supply,0
"i want to report that a trench dug by the gas company was never filled back since ramzan at lane 3, baldia town. thank u.",road,medium,train,Roads & Infrastructure,0
"there is no urgency, plz handle it in the routine schedule banner laga kar rasta band kar diya hai at near the bus stop in model colony. shukriya. again, banner laga kar rasta band kar diya hai.",other,low,train,General Administration,1
We the residents of near the mobile market in Garden East report that line ka joint phat gaya hai aur pani zaya ho raha hai. it is causing inconvenience and should be fixed soon. Kindly send someone to look at it in the next few days,water,medium,test,Water Supply,1
THE TRANSFORMER KEEPS TRIPPING AGAIN AND AGAIN. LOCATION: ON M.A. JINNAH ROAD. SOMEONE RECEIVED AN ELECTRIC SHOCK THIS MORNING THANK YOU.,electricity,critical,train,Electricity & Streetlights,0
parking ke naam par zabardasti paise liye ja rahe hain — Gulshan-e-Iqbal Sector 5-C. kindly arrange a visit sometime this week,other,medium,test,General Administration,1
"the asphalt has peeled off and the base layer is exposed at near the bus stop in model colony and nobody has come to check for almost a month. it is causing daily inconvenience to the residents again, the asphalt has peeled off and the base layer is exposed.",road,medium,train,Roads & Infrastructure,0
assalam o alaikum kachra utha nahi hai kai din se near gulberg town a person has alrady been injured because of this thhis is an emergency please send a team today shukriya,waste,critical,train,Sanitation & Solid Waste,1
the park in our neighbourhood has been encroached by a private party at Gulberg Town Block 5.,other,low,train,General Administration,0
please be informed that the newly laid patch has already sunk in the middle for more than 20 days at block 5 kemari please take action,road,critical,train,Roads & Infrastructure,0
"we have been waiting for a response for a while now bijli nahi aa rahi hamare block me at near the katchi abadi in Orangi Town. Kindly resolve it soon. Again, bijli nahi aa rahi hamare block me.",electricity,medium,train,Electricity & Streetlights,1
"to the concerned department, hospital waste has been mixed wiith the household garbage at near a bank branch in manghopir near jinnah hospital emergency gate, for almost a month. elderly patients live in this lane and cannot step outside. there is a government school right next to it and hundreds of children pass daily thank you.",waste,high,train,Sanitation & Solid Waste,0
"Kindly note that speed breaker toota hua hai near Landhi Gali No 7. we have complained at the local office twice already with no result. Our family has been facing this for several days now Please take action. Again, speed breaker toota hua hai.",road,medium,train,Roads & Infrastructure,1
"the booster pump at the hydrant has stopped working. Location: Sector 11-B, PECHS. we have been waiting for a response for a while now Kindly resolve it soon.",water,medium,train,Water Supply,0
"For for the last three days now, chain lifting on motorcycles happens almost every evening at this turn around Gadap Town. Please do the needful.",safety,medium,test,Public Safety,0
we are forced to buy a private tanker every second day at near the bus stop in Orangi Town near Civil Hospital.,water,high,train,Water Supply,0
REPORTING FROM DEFENCE VIEW STREET 14: PANI KI LINE LEAK HO RAHI HAI.,water,medium,test,Water Supply,1
"I want to report that the park in our neighbourhood has been encroached by a private party at Sector 11-B, Orangi Town, since Friday. there is no urgency, just registering it formally. Low priority, only mentioning it so it is on record Kindly resolve it soon.",other,low,train,General Administration,0
the garbage container is overflowing onto the road at Orangi Town near the school van stop.,waste,high,train,Sanitation & Solid Waste,0
"our family has been facing this for several days now. it is causing inconvenience and should be fixed soon sewerage ka pani gali me phail gaya hai at near the union council office in saddar. we request immediate attention. bara meherbani ho gi, jaldi masla hal karain.",drainage,medium,train,Drainage & Sewerage,1
"we have been waiting for a response for a while now The reason is that the sewerage line is choked and dirty water is on the street, right at Block 5, Clifton.",drainage,medium,test,Drainage & Sewerage,0
"sewerage ka pani gali me phail gaya hai at gali no 7, garden east. this has been the case for the last three days. it is causing daily inconvenience to the residents",drainage,medium,train,Drainage & Sewerage,1
police gasht bilkul nahi hoti Location: Plot 22 Orangi Town please treat this as urgent the situation is getting worse daily Please take action Bara meherbani ho gi jaldi masla hal karain,safety,high,train,Public Safety,1
Kindly note that the boundary wall of the plot is about to collapse on passers-by since the last monsoon at on Abul Hasan Isphahani Road. Shukriya.,safety,high,train,Public Safety,0
"the public library has been closed since last year with no explanation at Block 13-D, Gulshan-e-Iqbal and nobody has come to check for the last three days. this is a minor issue, whenever it is convenient",other,low,train,General Administration,0
"I want to report that bijli nahi aa rahi hamare block me in front of Block A, SITE Area, and it is causing inconvenience and should be fixed soon",electricity,medium,train,Electricity & Streetlights,1
transformer bar bar trip kar raha hai at north nazimabad and nobody has come to check for several months this is a minor issue whenever it is convenient,electricity,low,train,Electricity & Streetlights,1
"At near the flyover ramp in Jamshed Road, the electric pole is leaning dangerously since Friday. this is an emergency and needs immediate attention. It is extremely urgent, please treat it as an emergency",electricity,critical,train,Electricity & Streetlights,0
"there is rotting waste and an unbearable smell at Block A, Landhi. This has been the case for several months. low priority, only mentioning it so it is on record. This is a minor issue, whenever it is convenient Again, there is rotting waste and an unbearable smell.",waste,low,train,Sanitation & Solid Waste,0
"please arrange for the concerned staff to check it gutter ubal raha hai at block 13-d, malir. we request immediate attention.",drainage,medium,train,Drainage & Sewerage,1
For since this morning now a dangerous dilapidated structure is about to faall on peoplle using the footpath around near the mian mosque in Jamshed Road Awaiting your response,safety,medium,test,Public Safety,0
Please be informed that an open manhole in the middle of the walkway is a death trap near near the main mosque in Federal B Area near Civil Hospital. this is an emergency and needs immediate attention. An ambulance could not reach the hospital gate because of it Thank you.,safety,critical,train,Public Safety,0
"Please be informed that the drain is blocked and the water is not going anywhere since Friday at near the main mosque in SITE Area. Shukriya. Again, the drain is blocked and the water is not going anywhere.",drainage,low,train,Drainage & Sewerage,0
Kindly note that the garbage container is overflowing onto the road since this morning at near the vegetable market in Federal B Area. Please take action.,waste,medium,train,Sanitation & Solid Waste,0
"Respected sir, the drain is blocked and the water is not going anywhere at near the katchi abadi in Bahadurabad, for more than 20 days. the entire street of about forty houses is affected Shukriya??!",drainage,high,train,Drainage & Sewerage,0
the sewerage line is choked and dirty water is on the street at New Karachi Block 13-D,drainage,medium,train,Drainage & Sewerage,0
"at manghopir, transformer bar bar trip kar raha hai for almost a month. the whole block has been suffering and tempers are risimg. it is urgent because a school is rught beside it??!",electricity,high,train,Electricity & Streetlights,1
"Assalam o alaikum, bijli nahi aa rahi hamare block me at Street 14, Surjani Town, since yesterday. kindly send someone to look at it in the next few days We request immediate attention.",electricity,medium,train,Electricity & Streetlights,1
"gutter ubal raha hai; this situation at Block 13-D, PECHS near the school van stop has continued since Friday. it is extremely urgent, please treat it as an emergency Please do the needful.",drainage,critical,test,Drainage & Sewerage,1
"garbage has not been collected from our street; this situation at Sector 11B-, Gulistan-e-Johar has continued for two days now. kindly send someone to look at it in the next few days. We have been waiting for a response for a while now Meherbani ho gi??!",waste,medium,test,Sanitation & Solid Waste,0
there is rotting waste and an unbearable smell; this situation at on Stadium Road near the school van stop has continued since the last monsoon. there is an immediate danger to human life here Awaiting your response.,waste,critical,test,Sanitation & Solid Waste,0
"Assalam o alaikum, log kachra jala rahe hain, dhuan ghar me aata hai at on University Road, for over two weeks. a large number of residents are suffering because of it Thank you.",waste,high,train,Sanitation & Solid Waste,1
"to the concerned department, garbage has not been collected from our st in front of huose 4-b, site area, & there is no urgency, just registering it formally",waste,low,train,Sanitation & Solid Waste,0
"Dear municipal team, the following problem at Block 2, Gulberg Town near Ziauddin Hospital: the contractor's truck skips our lane every single round. more than sixty families depend on this single lane",waste,high,test,Sanitation & Solid Waste,0
"Dear municipal team, residents near Model Colony r affected because the collection point has shifted right outside a residential gate. current is passing through the water where children walk. A school van skidded & very nearly overturned Requesting the department to act. Again, the collection point has shifted right outside a residential gate.",waste,critical,test,Sanitation & Solid Waste,0
"sarak par bara gaddha ban gaya hai at Clifton. Bara meherbani ho gi, jaldi masla hal karain.",road,medium,train,Roads & Infrastructure,1
"the road is uneven and bikes lose balance on it at House 4-B, Shah Faisal Colony and nobody has come to check since Ramzan. there is no urgency, please handle it in the routine schedule",road,low,train,Roads & Infrastructure,0
